pair_id,from_id,to_id,distance_nm,sea_time_h
P02__P22,P02,P22,765.3756738009329,54.66969098578092
P02__P23,P02,P23,881.5971992842744,62.97122852030532
P02__P24,P02,P24,235.3974541668181,16.814103869058435
P02__P25,P02,P25,1255.4909043635737,89.67792174025526
P02__P26,P02,P26,881.6857733749802,62.977555241070014
P02__P27,P02,P27,1316.2830318471674,94.02021656051195
P02__P28,P02,P28,716.0620622708054,51.147290162200385
P02__P29,P02,P29,974.7350513014627,69.62393223581877
P02__P30,P02,P30,1083.9764050737579,77.42688607669699
P02__P31,P02,P31,1025.9529378413206,73.28235270295147
P02__P32,P02,P32,436.2289036594781,31.159207404248434
P02__P33,P02,P33,129.71163820007638,9.26511701429117
P02__P34,P02,P34,488.05210752590034,34.8608648232786
P02__P35,P02,P35,485.5651331960295,34.683223799716394
P02__P36,P02,P36,1028.595462952196,73.47110449658543
P02__P37,P02,P37,1006.9131436554364,71.92236740395974
P02__P38,P02,P38,184.45746972837782,13.175533552026987
P02__P39,P02,P39,584.4673123165932,41.74766516547094
P02__P40,P02,P40,528.8775036543097,37.77696454673641
P03__P01,P03,P01,1651.715818329694,117.97970130926386
P03__P02,P03,P02,1083.8331226624464,77.41665161874617
P03__P04,P03,P04,114.80310671474012,8.200221908195724
P03__P05,P03,P05,997.9246281542141,71.28033058244387
P03__P06,P03,P06,1238.2514666415668,88.4465333315405
P03__P07,P03,P07,1441.1242329257423,102.93744520898159
P03__P08,P03,P08,1192.3240324274404,85.16600231624575
P03__P09,P03,P09,325.4704713070245,23.24789080764461
P03__P10,P03,P10,722.5579100753191,51.61127929109422
P03__P11,P03,P11,1130.4719506790073,80.74799647707195
P03__P12,P03,P12,1153.3651297158774,82.3832235511341
P03__P13,P03,P13,1142.3060195667795,81.59328711191282
P03__P14,P03,P14,1345.3094196432094,96.09352997451495
P03__P15,P03,P15,971.5898460301449,69.39927471643892
P03__P16,P03,P16,771.4651967834027,55.10465691310019
P03__P17,P03,P17,1037.1141662045343,74.07958330032388
P03__P18,P03,P18,790.8274365523818,56.48767403945584
P03__P19,P03,P19,1302.8742643913056,93.06244745652182
P03__P20,P03,P20,608.692335206658,43.47802394333271
P03__P21,P03,P21,1699.532360418093,121.39516860129235
P03__P22,P03,P22,339.21811475182653,24.229865339416182
P03__P23,P03,P23,837.1316970579007,59.79512121842148
P03__P24,P03,P24,1249.583032627521,89.2559309019658
P03__P25,P03,P25,1223.2006253578952,87.37147323984966
P03__P26,P03,P26,1707.8849122796826,121.99177944854875
P03__P27,P03,P27,1235.951680172916,88.282262869494
P03__P28,P03,P28,406.41783275305977,29.029845196647127
